time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,27-10-20 5:05,13.81217048,99.71736717,0,Available with any HD 360 subscription,Available with any HD 360 subscription,91.78681298,0.656168,0,0,10,4,0,91.78681298,0,0,0,0,0,0,166.2,3.1,1.1,0,0,364,1684,364,364,162.5,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,6,P-GPS,
100,27-10-20 5:05,13.81217047,99.71736709,0,,,91.78681298,0.656168,0,0.029470277,10,4,0,91.78681298,0,0,0.029470277,0,0,0,166.2,3,1.1,0,0,364,1684,364,364,162.5,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
200,27-10-20 5:05,13.81217045,99.71736701,0,,,91.78681298,0.656168,0,0.058286419,10,4,0,91.78681298,0,0,0.058286419,0,0,0,166.2,3,1.1,0,0,364,1684,364,364,162.5,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
300,27-10-20 5:05,13.81217043,99.71736695,0,,,91.78681298,0.656168,0,0.081372706,10,4,0,91.78681298,0,0,0.081372706,0,0,0,166.2,3.1,1.1,0,0,364,1684,364,364,162.5,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
400,27-10-20 5:05,13.8121704,99.71736688,0,,,91.78681298,0.656168,0,0.106264767,10,4,0,91.78681298,0,0,0.106264767,0,0,0,166.2,3.1,1.1,0,0,364,1684,364,364,162.5,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
500,27-10-20 5:05,13.81217036,99.71736679,0,,,91.78681298,0.656168,0,0.140945543,10,4,0,91.78681298,0,0,0.140945543,0,0,0,165.9,3,1.1,0,0,399,1684,1024,963,162.5,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
600,27-10-20 5:05,13.81217031,99.71736671,0,,,91.78681298,0.656168,0,0.173112866,10,4,0,91.78681298,0,0,0.173112866,0,0,0,165,3,1.1,0,0,1024,1024,1024,1024,163.8,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
700,27-10-20 5:05,13.8121703,99.71736665,0,,,91.78681298,0.656168,0,0.193712277,10,4,0,91.78681298,0,0,0.193712277,0,0,0,164.9,3.1,1,0,0,1024,1024,1024,1024,164.1,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
800,27-10-20 5:05,13.81217028,99.71736658,0,,,91.78681298,0.656168,0,0.219032815,10,4,0,91.78681298,0,0,0.219032815,0,0,0,164.8,3.1,1.1,0,0,1024,1024,1024,1024,164.2,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,Setting new Return-To-Home altitude to 35m (115 ft). Data Recorder File Index is 169. Setting new Maximum Flight Altitude to 450m (1476 ft)
900,27-10-20 5:05,13.81217026,99.71736649,0,,,91.78681298,0.656168,0,0.251948827,10,4,0,91.78681298,0,0,0.251948827,0,0,0,164.7,3,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
1000,27-10-20 5:05,13.81217023,99.71736641,0,,,91.78681298,0.656168,0,0.283268382,10,4,0,91.78681298,0,0,0.283268382,0,0,0,164.4,3,1.2,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
1100,27-10-20 5:05,13.81217019,99.71736635,0,,,91.78681298,0.656168,0,0.309582359,10,4,0,91.78681298,0,0,0.309582359,0,0,0,164.3,3.1,1.2,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
1200,27-10-20 5:05,13.81217015,99.71736628,0,,,91.78681298,0.656168,0,0.337096467,10,4,0,91.78681298,0,0,0.337096467,0,0,0,164.3,3.1,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,0,84.74,91.78681298,0,41,Motors_Started,
1300,27-10-20 5:05,13.81217014,99.71736623,0,,,91.78681298,0.656168,0,0.354160116,10,4,12.619,91.78681298,0,0,0.354160116,0,0,0,164.3,3.1,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
1400,27-10-20 5:05,13.81217012,99.71736617,0,,,91.78681298,0.656168,0,0.375232952,9,4,12.619,91.78681298,0,0,0.375232952,0,0,0,164.2,3,1.2,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
1500,27-10-20 5:05,13.81217009,99.71736609,0,,,91.78681298,0.656168,0,0.406335315,9,4,12.619,91.78681298,0,0,0.406335315,0,0,0,164.2,3,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
1600,27-10-20 5:05,13.81217006,99.71736601,0,,,91.78681298,0.656168,0,0.437103032,9,4,12.619,91.78681298,0,0,0.437103032,0,0,0,164.2,3,1.2,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
1700,27-10-20 5:05,13.81217005,99.71736595,0,,,91.78681298,0.656168,0,0.458103689,9,4,12.619,91.78681298,0,0,0.458103689,0,0,0,164.2,3.1,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
1800,27-10-20 5:05,13.81217003,99.71736589,0,,,91.78681298,0.656168,0,0.48181432,9,4,12.619,91.78681298,0,0,0.48181432,0,0,0,164.2,3.1,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
1900,27-10-20 5:05,13.81217,99.7173658,0,,,91.78681298,0.656168,0,0.516026919,9,4,12.619,91.78681298,0,0,0.516026919,0,0,0,164.2,3,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2000,27-10-20 5:05,13.81216997,99.71736571,0,,,91.78681298,0.656168,0,0.549087944,9,4,12.619,91.78681298,0,0,0.549087944,0,0,0,164.2,3.1,1.1,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2100,27-10-20 5:05,13.81216992,99.71736565,0,,,91.78681298,0.656168,0,0.577021016,9,4,12.619,91.78681298,0,0,0.577021016,0,0,0,164.2,3,1.2,0,0,1024,1024,1024,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2200,27-10-20 5:05,13.81216987,99.71736558,0,,,91.78681298,0.656168,0,0.605876004,9,4,12.619,91.78681298,0,0,0.605876004,0,0,0,164.2,3.1,1.1,0,0,1024,1024,1045,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2300,27-10-20 5:05,13.81216981,99.71736553,0,,,91.78681298,0.656168,0,0.629865506,9,4,12.64,91.78681298,0,0,0.629865506,0,0,0,164.2,3.1,1.1,0,0,1024,1024,1282,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2400,27-10-20 5:05,13.81216976,99.71736547,0,,,91.78681298,0.656168,0,0.656302514,9,4,12.64,91.78681298,0,0,0.656302514,0,0,0,164.2,3,1.1,0,0,1024,1024,1496,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2500,27-10-20 5:05,13.81216974,99.71736543,0,,,91.78681298,0.656168,0,0.672549234,10,4,12.64,91.78681298,0,0,0.672549234,0,0,0,164.2,3,1.1,0,0,1024,1024,1496,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2600,27-10-20 5:05,13.81216971,99.71736538,0,,,91.78681298,0.656168,0,0.693444904,10,4,12.64,91.78681298,0,0,0.693444904,0,0,0,164.2,3.1,1.1,0,0,1024,1024,1554,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2700,27-10-20 5:05,13.81216971,99.7173653,0,,,91.78681298,0.656168,0,0.717693593,10,4,12.64,91.78681298,0,0,0.717693593,0,0,0,164.1,3,1.1,0,0,1024,1024,1603,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2800,27-10-20 5:05,13.81216971,99.71736522,0,,,91.78681298,0.656168,0,0.744458685,10,4,12.64,91.78681298,0,0,0.744458685,0,0,0,163.9,2.9,1.1,0,0,1024,1024,1603,1024,164.3,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
2900,27-10-20 5:05,13.8121697,99.71736519,0,,,91.78681298,0.656168,0,0.754763804,10,4,12.64,91.78681298,0,0,0.754763804,0,0,0,163.9,1.3,1,0,0,1024,1024,1656,1024,164.2,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
3000,27-10-20 5:05,13.81216971,99.71736514,0,,,91.78681298,0.656168,0,0.772083358,10,4,12.64,91.78681298,0,0,0.772083358,0,0,-0.223694,163.6,-0.4,0.8,0,0,1024,1024,1674,1024,164.2,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,10,Assisted_Takeoff,
3100,27-10-20 5:05,13.81216973,99.71736504,0,,,91.78681298,0.656168,0.223694,0.800301863,10,4,12.64,91.78681298,0,0.223694,0.800301863,0.223694,0,-0.671082,163.9,-0.3,0.5,0,0,1024,1024,1677,1024,164.2,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,6,P-GPS,
3200,27-10-20 5:05,13.81216974,99.71736494,0,,,91.78681298,0.656168,0,0.833297271,10,4,12.64,91.78681298,0,0.223694,0.833297271,0,0,-0.894776,164,0,0.1,0,0,1024,1024,1679,1024,164.2,0,99,4.206,4.157,4.165,0,0,0,3.194,84.74,91.78681298,0,6,P-GPS,
3300,27-10-20 5:05,13.81216978,99.71736446,0,,,91.78681298,0.984252,0,0.992122735,10,4,12.403,91.78681298,0,0.223694,0.992122735,0,0,-1.342164,164.2,0,-0.4,0,0,1024,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,91.78681298,0,6,P-GPS,
3400,27-10-20 5:05,13.8121698,99.71736411,0.328084,,,92.11489698,1.312336,0,1.112926545,10,4,12.403,92.11489698,0.328084,0.223694,1.112926545,0,0,-1.789552,164.1,0.4,-0.3,0,0,1024,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,92.11489698,0.328084,6,P-GPS,
3500,27-10-20 5:05,13.81216982,99.71736378,0.656168,,,92.44298098,1.64042,0,1.223992821,10,4,12.403,92.44298098,0.656168,0.223694,1.223992821,0,0,-2.23694,164.1,0.1,0,0,0,1024,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,92.44298098,0.656168,6,P-GPS,
3600,27-10-20 5:05,13.81216983,99.71736353,0.984252,,,92.77106498,1.968504,0,1.310751354,10,4,12.403,92.77106498,0.984252,0.223694,1.310751354,0,0,-2.684328,164.1,0.3,0.3,0,0,1024,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,92.77106498,0.984252,6,P-GPS,
3700,27-10-20 5:05,13.81216972,99.71736281,1.312336,,,93.09914898,2.296588,0.223694,1.570259237,10,4,12.403,93.09914898,1.312336,0.223694,1.570259237,-0.223694,0,-3.35541,163.9,0.7,0.2,0,0,1024,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,93.09914898,1.312336,6,P-GPS,
3800,27-10-20 5:05,13.81216963,99.71736226,1.968504,,,93.75531698,0,0.223694,1.767477091,10,4,12.403,93.75531698,1.968504,0.223694,1.767477091,-0.223694,0,-4.250186,164,1.4,0.1,0,0,1024,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,93.75531698,1.968504,6,P-GPS,Home Point Recorded. RTH Altitude:  35m.
3900,27-10-20 5:05,13.81216962,99.71736164,2.624672,,,94.41148498,0,0.223694,1.982244158,10,4,12.403,94.41148498,2.624672,0.223694,1.982244158,0,0,-5.144962,164,2.1,0,0,0,1031,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,94.41148498,2.624672,6,P-GPS,
4000,27-10-20 5:05,13.81216964,99.71736113,3.608924,,,95.39573698,3.937008,0,2.161620804,10,4,12.403,95.39573698,3.608924,0.223694,2.161620804,0,0,-6.039738,163.8,2,0.1,0,0,1038,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,95.39573698,3.608924,6,P-GPS,
4100,27-10-20 5:05,13.81216971,99.71736072,4.593176,,,96.37998898,4.92126,0,2.301512541,10,4,12.403,96.37998898,4.593176,0.223694,2.301512541,0,0,-6.934514,163.8,1.1,0.2,0,0,1038,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,96.37998898,4.593176,6,P-GPS,
4200,27-10-20 5:05,13.8121698,99.71736035,5.577428,,,97.36424098,5.577428,0,2.426643778,10,4,12.403,97.36424098,5.577428,0.223694,2.426643778,0,0,-7.605596,163.8,0.7,0,0,0,1041,1024,1684,1024,164.2,0,99,4.223,4.217,4.217,0,0,0,1.614,84.74,97.36424098,5.577428,6,P-GPS,
4300,27-10-20 5:05,13.81216968,99.71736038,6.889764,,,98.67657698,6.56168,0,2.423339973,10,4,12.209,98.67657698,6.889764,0.223694,2.426643778,0,0,-8.500372,163.9,0,0,0,0,1047,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,98.67657698,6.889764,6,P-GPS,
4400,27-10-20 5:05,13.81216961,99.71736032,8.2021,,,99.98891298,7.874016,0.223694,2.445525013,10,4,12.209,99.98891298,8.2021,0.223694,2.445525013,0.223694,0,-8.94776,164,-1.1,0.3,0,0,1078,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,99.98891298,8.2021,6,P-GPS,
4500,27-10-20 5:05,13.81216944,99.71736029,9.514436,,,101.301249,9.186352,0,2.466699554,10,4,12.209,101.301249,9.514436,0.223694,2.466699554,0,0,-9.395148,164.2,-1,0.4,0,0,1078,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,101.301249,9.514436,6,P-GPS,
4600,27-10-20 5:05,13.81216929,99.71736021,11.154856,,,102.941669,10.498688,0,2.503878033,10,4,12.209,102.941669,11.154856,0.223694,2.503878033,0,0,-9.395148,164.1,-0.6,0.5,0,0,1077,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,102.941669,11.154856,6,P-GPS,
4700,27-10-20 5:05,13.81216907,99.71736022,12.467192,,,104.254005,11.811024,0,2.514383283,10,4,12.209,104.254005,12.467192,0.223694,2.514383283,0,0,-9.395148,164,-0.4,0.6,0,0,1077,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,104.254005,12.467192,6,P-GPS,
4800,27-10-20 5:05,13.81216887,99.71736019,13.779528,,,105.566341,13.12336,0,2.542775672,10,4,12.209,105.566341,13.779528,0.223694,2.542775672,0,0,-9.395148,164,-0.3,0.5,0,0,1059,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,105.566341,13.779528,6,P-GPS,
4900,27-10-20 5:05,13.81216884,99.71736032,15.091864,,,106.878677,14.435696,0,2.498809135,10,4,12.209,106.878677,15.091864,0.223694,2.542775672,0,0,-9.171454,164.1,-0.1,0.2,0,0,1055,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,106.878677,15.091864,6,P-GPS,
5000,27-10-20 5:05,13.81216876,99.71736039,16.4042,,,108.191013,15.748032,0,2.481633938,10,4,12.209,108.191013,16.4042,0.223694,2.542775672,0,0,-9.171454,164.2,0.2,0,0,0,1051,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,108.191013,16.4042,6,P-GPS,
5100,27-10-20 5:05,13.81216881,99.71736055,18.04462,,,109.831433,17.060368,0.223694,2.423536823,10,4,12.209,109.831433,18.04462,0.223694,2.542775672,0,0.223694,-8.94776,164.3,0.1,0.5,0,0,1033,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,109.831433,18.04462,6,P-GPS,
5200,27-10-20 5:05,13.81216879,99.71736065,19.356956,,,111.143769,18.372704,0.223694,2.390105063,10,4,12.209,111.143769,19.356956,0.223694,2.542775672,0,0.223694,-8.94776,164.2,0.4,0.3,0,0,1024,1024,1684,1024,164.2,0,99,4.005,3.999,3.986,0,0,0,11.27,84.74,111.143769,19.356956,6,P-GPS,
5300,27-10-20 5:05,13.81216902,99.717361,20.669292,,,112.456105,19.68504,0.223694,2.249186424,10,4,11.928,112.456105,20.669292,0.223694,2.542775672,0,0.223694,-8.94776,163.9,0.5,0.6,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,112.456105,20.669292,6,P-GPS,
5400,27-10-20 5:05,13.81216915,99.71736125,21.981628,,,113.768441,20.997376,0.223694,2.151378022,10,4,11.928,113.768441,21.981628,0.223694,2.542775672,0,0.223694,-8.94776,163.8,0.8,1.5,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,113.768441,21.981628,6,P-GPS,
5500,27-10-20 5:05,13.81216949,99.7173615,23.293964,,,115.080777,22.309712,0.223694,2.03974416,10,4,11.928,115.080777,23.293964,0.223694,2.542775672,0,0.223694,-8.94776,163.9,0.5,2,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,115.080777,23.293964,6,P-GPS,
5600,27-10-20 5:05,13.81216971,99.71736167,23.950132,,,115.736945,23.622048,0,1.967772373,10,4,11.928,115.736945,23.950132,0.223694,2.542775672,0,0,-8.276678,164.1,0,1.4,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,115.736945,23.950132,6,P-GPS,
5700,27-10-20 5:05,13.8121702,99.71736197,25.262468,,,117.049281,24.6063,0,1.845833392,10,4,11.928,117.049281,25.262468,0.223694,2.542775672,0,0,-8.052984,164,0.4,1.4,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,117.049281,25.262468,6,P-GPS,
5800,27-10-20 5:05,13.81217053,99.71736218,26.24672,,,118.033533,25.918636,0,1.766912786,10,4,11.928,118.033533,26.24672,0.223694,2.542775672,0,0,-7.82929,164,0.8,1.1,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,118.033533,26.24672,6,P-GPS,
5900,27-10-20 5:05,13.81217094,99.71736247,27.559056,,,119.345869,27.230972,0,1.674271707,10,4,11.928,119.345869,27.559056,0.223694,2.542775672,0,0,-7.82929,164.2,0.7,0.9,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,119.345869,27.559056,6,P-GPS,
6000,27-10-20 5:05,13.81217126,99.71736268,28.543308,,,120.330121,28.543308,0,1.614471836,10,4,11.928,120.330121,28.543308,0.223694,2.542775672,0,0,-7.82929,164.1,0.4,1,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,120.330121,28.543308,6,P-GPS,
6100,27-10-20 5:05,13.81217167,99.71736283,29.855644,,,121.642457,29.855644,0,1.596620786,10,4,11.928,121.642457,29.855644,0.223694,2.542775672,0,0,-8.052984,164,0.1,0.9,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,121.642457,29.855644,6,P-GPS,
6200,27-10-20 5:05,13.81217199,99.71736296,30.839896,,,122.626709,31.16798,0,1.590554513,10,4,11.928,122.626709,30.839896,0.223694,2.542775672,0,0,-8.276678,164.2,0,0.8,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,122.626709,30.839896,6,P-GPS,
6300,27-10-20 5:05,13.81217232,99.71736299,32.152232,,,123.939045,32.152232,0,1.626141784,10,4,11.82,123.939045,32.152232,0.223694,2.542775672,0,0,-8.276678,164.1,-0.3,0.8,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,123.939045,32.152232,6,P-GPS,
6400,27-10-20 5:05,13.81217258,99.71736304,33.464568,,,125.251381,33.464568,0,1.652106352,10,4,11.82,125.251381,33.464568,0.223694,2.542775672,0,0,-8.052984,164.1,0.2,0.6,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,125.251381,33.464568,6,P-GPS,
6500,27-10-20 5:05,13.81217278,99.71736306,34.44882,,,126.235633,34.44882,0,1.680692311,10,4,11.82,126.235633,34.44882,0.223694,2.542775672,0,0,-8.276678,164.3,0.6,0.2,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,126.235633,34.44882,6,P-GPS,
6600,27-10-20 5:05,13.81217296,99.71736311,35.761156,,,127.547969,35.433072,0,1.700433125,10,4,11.82,127.547969,35.761156,0.223694,2.542775672,0,0,-8.276678,164.1,0.8,0.7,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,127.547969,35.761156,6,P-GPS,
6700,27-10-20 5:05,13.81217313,99.71736318,37.073492,,,128.860305,36.417324,0,1.711558454,10,4,11.82,128.860305,37.073492,0.223694,2.542775672,0,0,-8.276678,164.2,1,0.9,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,128.860305,37.073492,6,P-GPS,
6800,27-10-20 5:05,13.8121733,99.71736326,38.057744,,,129.844557,37.073492,0,1.725193625,10,4,11.82,129.844557,38.057744,0.223694,2.542775672,0,0,-8.276678,164.2,1.2,0,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,129.844557,38.057744,6,P-GPS,
6900,27-10-20 5:05,13.8121736,99.71736345,39.37008,,,131.156893,37.72966,0,1.742851106,10,4,11.82,131.156893,39.37008,0.223694,2.542775672,0,0,-8.276678,164,0.9,0.3,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,131.156893,39.37008,6,P-GPS,
7000,27-10-20 5:05,13.81217388,99.71736362,40.682416,,,132.469229,38.713912,0,1.767306487,10,4,11.82,132.469229,40.682416,0.223694,2.542775672,0,0,-8.500372,164,0.5,1.2,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,132.469229,40.682416,6,P-GPS,
7100,27-10-20 5:05,13.8121741,99.71736383,41.994752,,,133.781565,39.37008,0,1.771788114,10,4,11.82,133.781565,41.994752,0.223694,2.542775672,0,0,-8.500372,164.2,0.7,2.1,0,0,1024,1024,1684,1024,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,133.781565,41.994752,6,P-GPS,
7200,27-10-20 5:05,13.81217431,99.71736401,43.307088,,,135.093901,40.026248,0,1.790629979,10,4,11.82,135.093901,43.307088,0.223694,2.542775672,0,0,-8.276678,164,0.6,2.8,0,0,1024,1024,1684,1125,164.2,0,99,3.97,3.968,3.962,0,0,0,11.866,84.74,135.093901,43.307088,6,P-GPS,
7300,27-10-20 5:05,13.81217455,99.71736407,44.29134,,,136.078153,40.354332,0,1.846279587,10,4,11.907,136.078153,44.29134,0.223694,2.542775672,0,0,-8.276678,164.2,0.1,1.8,0,0,1024,1024,1684,1160,164.4,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,136.078153,44.29134,6,P-GPS,
7400,27-10-20 5:05,13.81217477,99.71736413,45.603676,,,137.390489,41.0105,0,1.899081426,10,4,11.907,137.390489,45.603676,0.223694,2.542775672,0,0,-8.276678,164.1,0.2,1.5,0,0,1024,1024,1684,1161,164.6,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,137.390489,45.603676,6,P-GPS,
7500,27-10-20 5:05,13.81217495,99.71736416,46.916012,,,138.702825,42.322836,0,1.949829459,10,4,11.907,138.702825,46.916012,0.223694,2.542775672,0,0,-8.276678,164.2,1.2,1.8,0,0,1024,1024,1684,1197,165,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,138.702825,46.916012,6,P-GPS,
7600,27-10-20 5:05,13.81217514,99.71736417,47.900264,,,139.687077,43.635172,0,2.00314639,10,4,11.907,139.687077,47.900264,0.223694,2.542775672,0,0,-8.052984,164.5,1.6,0.8,0,0,1024,1024,1684,1209,165.3,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,139.687077,47.900264,6,P-GPS,
7700,27-10-20 5:05,13.81217526,99.71736412,49.2126,,,140.999413,44.619424,0,2.051328806,10,4,11.907,140.999413,49.2126,0.223694,2.542775672,0,0,-8.052984,164.7,0.5,1.2,0,0,1024,1024,1684,1211,166,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,140.999413,49.2126,6,P-GPS,
7800,27-10-20 5:05,13.81217541,99.71736408,50.524936,,,142.311749,45.93176,0,2.105767784,10,4,11.907,142.311749,50.524936,0.223694,2.542775672,0,0,-8.276678,165.1,-1.2,1,0,0,1024,1024,1684,1218,166.7,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,142.311749,50.524936,6,P-GPS,
7900,27-10-20 5:05,13.81217558,99.71736401,51.837272,,,143.624085,47.244096,0,2.171509256,10,4,11.907,143.624085,51.837272,0.223694,2.542775672,0,0,-8.500372,165.7,0.2,0.7,0,0,1024,1024,1684,1217,167.4,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,143.624085,51.837272,6,P-GPS,
8000,27-10-20 5:05,13.81217571,99.71736396,53.149608,,,144.936421,48.556432,0,2.220213326,10,4,11.907,144.936421,53.149608,0.223694,2.542775672,0,0,-8.724066,166.5,1.2,0.3,0,0,1024,1024,1684,1217,168.1,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,144.936421,53.149608,6,P-GPS,
