time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
1011400,27-10-20 5:22,13.81217474,99.7173483,18.04462,,,109.831433,14.107612,0,6.864075023,16,5,10.807,213.834061,122.047248,47.4678668,2695.961372,0,0,2.460634,274.3,-0.3,1.3,0,0,1024,1024,572,1024,274,-0.9,10,3.576,3.577,3.564,0,0,0,11.288,147.2,109.831433,18.04462,12,AutoLanding,
1011500,27-10-20 5:22,13.81217475,99.71734824,17.388452,,,109.175265,13.451444,0,6.884416231,16,5,10.807,213.834061,122.047248,47.4678668,2695.961372,0,0,2.460634,274.5,-0.6,0.5,0,0,1024,1024,546,1024,274,-0.9,10,3.576,3.577,3.564,0,0,0,11.288,147.2,109.175265,17.388452,12,AutoLanding,
1011600,27-10-20 5:22,13.81217474,99.71734813,17.060368,,,108.847181,13.12336,0,6.920013345,16,5,10.807,213.834061,122.047248,47.4678668,2695.961372,0,0,2.684328,274.6,-1.1,0.7,0,0,1024,1024,539,1024,274,-0.9,10,3.576,3.577,3.564,0,0,0,11.288,147.2,108.847181,17.060368,12,AutoLanding,
1011700,27-10-20 5:22,13.81217471,99.71734808,16.732284,,,108.519097,12.795276,0.223694,6.935203634,16,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,-0.223694,2.908022,274.7,-1,1.1,0,0,1024,1024,524,1024,274,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,108.519097,16.732284,12,AutoLanding,
1011800,27-10-20 5:22,13.81217466,99.71734797,16.076116,,,107.862929,12.139108,0.223694,6.970931982,16,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,-0.223694,3.131716,274.6,-0.2,1.7,0,0,1024,1024,506,1024,274,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,107.862929,16.076116,12,AutoLanding,
1011900,27-10-20 5:22,13.81217466,99.71734789,15.748032,,,107.534845,11.811024,0.223694,6.999180014,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,-0.223694,2.908022,274.7,0,1.4,0,0,1024,1024,525,1024,274,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,107.534845,15.748032,12,AutoLanding,
1012000,27-10-20 5:22,13.81217464,99.71734776,15.091864,,,106.878677,11.48294,0,7.040190514,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,0,2.908022,274.8,0.3,2.2,0,0,1024,1024,574,1024,274,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,106.878677,15.091864,12,AutoLanding,
1012100,27-10-20 5:22,13.81217463,99.7173477,14.76378,,,106.550593,10.826772,0,7.0620081,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,0,2.460634,274.7,0.6,3.3,0,0,1024,1024,578,1024,274.1,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,106.550593,14.76378,12,AutoLanding,
1012200,27-10-20 5:22,13.81217463,99.71734761,14.435696,,,106.222509,10.498688,0,7.094127524,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,0,2.23694,274.6,0.6,2.5,0,0,1024,1024,582,1024,274.1,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,106.222509,14.435696,12,AutoLanding,
1012300,27-10-20 5:22,13.81217471,99.71734759,14.107612,,,105.894425,9.514436,0,7.1069228,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,0,2.013246,274.4,0.4,2.1,0,0,1024,1024,651,1024,274.1,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,105.894425,14.107612,12,AutoLanding,
1012400,27-10-20 5:22,13.81217477,99.71734754,14.107612,,,105.894425,9.186352,0,7.129987105,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,0,1.565858,274.3,0.6,2.1,0,0,1024,1024,572,1024,274.1,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,105.894425,14.107612,12,AutoLanding,
1012500,27-10-20 5:22,13.81217495,99.71734761,13.779528,,,105.566341,8.858268,0,7.117290254,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,0,1.342164,274.2,0,1.9,0,0,1024,1024,460,1024,274.1,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,105.566341,13.779528,12,AutoLanding,
1012600,27-10-20 5:22,13.8121751,99.71734765,13.451444,,,105.238257,8.530184,0,7.118701015,17,5,10.699,213.834061,122.047248,47.4678668,2695.961372,0,0,1.11847,274.2,-0.4,1.7,0,0,1024,1024,460,1024,274.1,-0.9,10,3.584,3.586,3.573,0,0,0,7.754,147.56,105.238257,13.451444,12,AutoLanding,
1012700,27-10-20 5:22,13.81217526,99.71734775,13.451444,,,105.238257,8.530184,0,7.099311251,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.894776,274.1,-0.6,1.6,0,0,1024,1024,461,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,105.238257,13.451444,12,AutoLanding,
1012800,27-10-20 5:22,13.81217541,99.71734778,13.451444,,,105.238257,8.2021,0.223694,7.100492353,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0.223694,0,0.894776,274,-0.8,0.9,0,0,1024,1024,528,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,105.238257,13.451444,12,AutoLanding,
1012900,27-10-20 5:22,13.81217557,99.71734788,13.12336,,,104.910173,8.2021,0.223694,7.081463481,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0.223694,0,0.671082,273.9,-0.9,0.2,0,0,1024,1024,505,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.910173,13.12336,12,AutoLanding,
1013000,27-10-20 5:22,13.81217569,99.71734792,13.12336,,,104.910173,7.874016,0,7.081725948,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.671082,273.7,-0.9,0.1,0,0,1024,1024,505,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.910173,13.12336,12,AutoLanding,
1013100,27-10-20 5:22,13.81217575,99.71734796,13.12336,,,104.910173,7.874016,0,7.071391302,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.671082,273.8,-0.9,0,0,0,1024,1024,708,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.910173,13.12336,12,AutoLanding,
1013200,27-10-20 5:22,13.81217579,99.71734796,12.795276,,,104.582089,7.874016,0,7.076640646,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.671082,273.8,-0.8,0.5,0,0,1024,1024,1024,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.582089,12.795276,12,AutoLanding,
1013300,27-10-20 5:22,13.81217581,99.71734793,12.795276,,,104.582089,7.545932,0,7.087598652,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.671082,273.9,-1.1,0.6,0,0,1024,1024,1024,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.582089,12.795276,12,AutoLanding,
1013400,27-10-20 5:22,13.81217583,99.71734787,12.795276,,,104.582089,7.545932,0,7.109252196,17,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.447388,273.8,-1,0.9,0,0,1024,637,1024,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.582089,12.795276,12,AutoLanding,
1013500,27-10-20 5:22,13.81217584,99.71734793,12.467192,,,104.254005,7.545932,0,7.090813875,16,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.447388,273.9,-1,1,0,0,1024,637,1024,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.254005,12.467192,12,AutoLanding,
1013600,27-10-20 5:22,13.81217584,99.71734793,12.467192,,,104.254005,7.217848,0,7.090945109,16,5,10.871,213.834061,122.047248,47.4678668,2695.961372,0,0,0.447388,274,-0.5,-3.8,0,0,1024,637,1024,1024,274.1,-0.9,10,3.575,3.576,3.562,0,0,0,9.714,147.56,104.254005,12.467192,12,AutoLanding,
1013700,27-10-20 5:22,13.81217582,99.71734793,12.467192,,,104.254005,7.217848,0,7.089239072,15,5,10.656,213.834061,122.047248,47.4678668,2695.961372,0,0,0.447388,274,-0.3,-10.4,0,0,1024,640,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,104.254005,12.467192,12,AutoLanding,
1013800,27-10-20 5:22,13.81217564,99.71734789,12.139108,,,103.925921,7.217848,0.671082,7.086286316,15,5,10.656,213.834061,122.047248,47.4678668,2695.961372,-0.671082,0,0.671082,274,-0.2,-10.6,0,0,1024,1332,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1013900,27-10-20 5:22,13.81217522,99.71734788,12.139108,,,103.925921,7.217848,1.11847,7.049803375,15,5,10.656,213.834061,122.047248,47.4678668,2695.961372,-1.11847,0,0.447388,274.1,-0.1,-12,0,0,1024,1332,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1014000,27-10-20 5:22,13.81217461,99.71734782,12.139108,,,103.925921,6.889764,1.565858,7.017552718,15,5,10.656,213.834061,122.047248,47.4678668,2695.961372,-1.565858,0,0.223694,274.3,-0.3,-12,0,0,1024,1684,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1014100,27-10-20 5:22,13.8121737,99.71734777,12.139108,,,103.925921,6.889764,1.565858,6.97322857,16,5,10.656,213.834061,122.047248,47.4678668,2695.961372,-2.013246,0,0.223694,274.1,0,2.1,0,0,1024,1684,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1014200,27-10-20 5:22,13.81217275,99.71734768,12.139108,,,103.925921,6.889764,2.23694,6.954855866,16,5,10.656,213.834061,122.047248,47.4678668,2695.961372,-2.23694,0,0.223694,274.2,-0.4,16.7,0,0,1024,1684,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1014300,27-10-20 5:22,13.81217191,99.71734764,12.139108,,,103.925921,6.889764,1.11847,6.939042217,16,5,10.656,213.834061,122.047248,47.4678668,2695.961372,-1.11847,0,0,274.2,-0.5,18.8,0,0,1024,1684,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1014400,27-10-20 5:22,13.81217141,99.71734758,12.139108,,,103.925921,6.889764,0.447388,6.946752191,16,5,10.656,213.834061,122.047248,47.4678668,2695.961372,-0.447388,0,0,274,-0.3,21.5,0,0,1024,1684,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1014500,27-10-20 5:22,13.81217145,99.71734756,12.139108,,,103.925921,6.889764,0.223694,6.956889986,16,5,10.656,213.834061,122.047248,47.4678668,2695.961372,0.223694,0,0,274,-0.3,22.5,0,0,1024,1684,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.925921,12.139108,12,AutoLanding,
1014600,27-10-20 5:22,13.81217182,99.71734754,11.811024,,,103.597837,6.889764,1.11847,6.972834869,16,5,10.656,213.834061,122.047248,47.4678668,2695.961372,1.11847,0,0.223694,273.9,0,23.2,0,0,1024,1522,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1014700,27-10-20 5:22,13.81217282,99.71734761,11.811024,,,103.597837,6.889764,2.013246,6.980643268,16,5,10.828,213.834061,122.047248,47.4678668,2695.961372,2.013246,0,0.223694,273.9,0.4,23.7,0,0,1024,1518,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1014800,27-10-20 5:22,13.81217409,99.7173477,11.811024,,,103.597837,6.56168,2.908022,7.023326996,16,5,10.828,213.834061,122.047248,47.4678668,2695.961372,2.908022,0.223694,0.223694,273.7,0.5,23.6,0,0,1024,1324,1024,1024,274.1,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1014900,27-10-20 5:22,13.81217594,99.71734789,11.811024,,,103.597837,6.56168,3.802798,7.115452984,15,5,10.828,213.834061,122.047248,47.4678668,2695.961372,3.802798,0.223694,0.223694,273.4,0.3,22.3,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015000,27-10-20 5:22,13.81217798,99.71734806,11.811024,,,103.597837,6.56168,4.4962494,7.302067163,15,5,10.828,213.834061,122.047248,47.4678668,2695.961372,4.47388,0.447388,0,273.4,0,15.6,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015100,27-10-20 5:22,13.81218051,99.71734837,11.811024,,,103.597837,6.56168,4.9436374,7.598687907,15,5,10.828,213.834061,122.047248,47.4678668,2695.961372,4.921268,0.447388,0,273.7,-0.5,-8.4,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015200,27-10-20 5:22,13.81218283,99.71734862,11.811024,,,103.597837,6.56168,4.7199434,7.967782407,15,5,10.828,213.834061,122.047248,47.4678668,2695.961372,4.697574,0.447388,0,273.6,-0.6,-20.4,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015300,27-10-20 5:22,13.81218478,99.71734897,11.811024,,,103.597837,6.56168,3.8251674,8.294324412,15,5,10.828,213.834061,122.047248,47.4678668,2695.961372,3.802798,0.447388,0,273.5,-0.3,-23.8,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015400,27-10-20 5:22,13.81218625,99.71734921,11.811024,,,103.597837,6.56168,3.8251674,8.579527834,15,5,10.828,213.834061,122.047248,47.4678668,2695.961372,2.684328,0.447388,0,273.6,-0.7,-20.9,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015500,27-10-20 5:22,13.812187,99.71734939,11.811024,,,103.597837,6.56168,1.5882274,8.717355922,16,5,10.828,213.834061,122.047248,47.4678668,2695.961372,1.565858,0.223694,0,273.7,-0.9,-13.6,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015600,27-10-20 5:22,13.81218748,99.71734949,11.811024,,,103.597837,6.56168,1.5882274,8.815453038,16,5,10.828,213.834061,122.047248,47.4678668,2695.961372,0.894776,0.223694,0,273.8,-0.9,-8,0,0,1024,1024,1024,1024,274,-0.9,9,3.579,3.58,3.564,0,0,0,9.13,147.56,103.597837,11.811024,12,AutoLanding,
1015700,27-10-20 5:22,13.81218732,99.7173497,11.811024,,,103.597837,6.56168,0.447388,8.721719439,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0.447388,0,0,273.9,-0.8,-5.1,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.597837,11.811024,12,AutoLanding,
1015800,27-10-20 5:22,13.81218721,99.71734982,11.811024,,,103.597837,6.56168,0.223694,8.662139385,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0.223694,0,0,273.8,-0.1,-3.2,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.597837,11.811024,12,AutoLanding,
1015900,27-10-20 5:22,13.8121868,99.71734994,11.811024,,,103.597837,6.56168,0,8.526542268,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.8,0,-1.9,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.597837,11.811024,12,AutoLanding,
1016000,27-10-20 5:22,13.8121865,99.71735002,11.811024,,,103.597837,6.56168,0,8.430512081,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0.223694,273.8,0,-0.6,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.597837,11.811024,12,AutoLanding,
1016100,27-10-20 5:22,13.81218617,99.71735007,11.811024,,,103.597837,6.56168,0,8.335892655,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.9,0,0,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.597837,11.811024,12,AutoLanding,
1016200,27-10-20 5:22,13.81218592,99.71735009,11.811024,,,103.597837,6.56168,0,8.266995015,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.9,-0.2,0,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.597837,11.811024,12,AutoLanding,
1016300,27-10-20 5:22,13.81218572,99.71735018,12.139108,,,103.925921,6.56168,0,8.19635853,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.8,-0.2,0.1,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.925921,12.139108,12,AutoLanding,
1016400,27-10-20 5:22,13.81218555,99.71735022,11.811024,,,103.597837,6.56168,0,8.140354591,17,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.8,-0.1,0,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.597837,11.811024,12,AutoLanding,
1016500,27-10-20 5:22,13.81218552,99.71735021,12.139108,,,103.925921,6.56168,0,8.136975326,15,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.8,-0.2,0,0,0,1024,1024,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.925921,12.139108,12,AutoLanding,
1016600,27-10-20 5:22,13.81218546,99.71735019,12.139108,,,103.925921,6.56168,0,8.127920208,15,5,10.893,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.7,-0.3,0.1,0,0,1024,724,1024,1024,274,-0.9,9,3.573,3.573,3.559,0,0,0,10.424,147.74,103.925921,12.139108,12,AutoLanding,
1016700,27-10-20 5:22,13.81218551,99.71735019,11.811024,,,103.597837,6.56168,0,8.138287662,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.8,-0.3,0,0,0,1024,724,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1016800,27-10-20 5:22,13.8121855,99.71735018,11.811024,,,103.597837,6.56168,0,8.13894383,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.8,-0.2,0.1,0,0,1024,637,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1016900,27-10-20 5:22,13.81218559,99.71735025,11.811024,,,103.597837,6.56168,0,8.144357216,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,0,0,0,274,-0.1,-7.6,0,0,1024,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017000,27-10-20 5:22,13.81218554,99.71735027,11.811024,,,103.597837,6.56168,0,8.127526507,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,0,0,0,273.9,0,-11.9,0,0,1024,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017100,27-10-20 5:22,13.81218541,99.71735036,11.811024,,,103.597837,6.56168,0.671082,8.068996321,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,-0.671082,0,0,273.8,0,-3.5,0,0,1024,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017200,27-10-20 5:22,13.81218509,99.7173504,11.811024,,,103.597837,6.56168,0.894776,7.981824402,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,-0.894776,0,0,273.9,-0.2,2.1,0,0,1024,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017300,27-10-20 5:22,13.81218476,99.71735049,11.811024,,,103.597837,6.56168,0.223694,7.877854583,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,-0.223694,0,0,274,-0.4,4.2,0,0,1024,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017400,27-10-20 5:22,13.81218446,99.71735053,11.811024,,,103.597837,6.56168,0,7.794324396,15,5,10.634,213.834061,122.047248,47.4678668,2695.961372,0,0,0,274,-0.2,4.4,0,0,1024,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017500,27-10-20 5:22,13.81218427,99.71735063,11.811024,,,103.597837,6.56168,0,7.72391757,14,5,10.634,213.834061,122.047248,47.4678668,2695.961372,0,0,0,274,0,2.7,0,0,1024,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017600,27-10-20 5:22,13.8121841,99.71735068,11.811024,,,103.597837,6.56168,0,7.669029117,14,5,10.634,213.834061,122.047248,47.4678668,2695.961372,0,0,0,274,0.1,1.6,0,0,1255,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.74,103.597837,11.811024,12,AutoLanding,
1017700,27-10-20 5:22,13.81218407,99.71735074,11.811024,,,103.597837,6.56168,0.223694,7.644718092,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,-0.223694,0,0,274,-0.1,1.4,0,0,1293,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1017800,27-10-20 5:22,13.812184,99.71735077,11.811024,,,103.597837,6.56168,0.223694,7.620800769,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,-0.223694,0,0,273.9,-5.1,0.7,0,0,1257,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1017900,27-10-20 5:22,13.81218399,99.7173508,11.811024,,,103.597837,6.56168,0.223694,7.612729902,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,-0.223694,0,0,273.8,-9.2,0.3,0,0,1257,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018000,27-10-20 5:22,13.81218395,99.71735065,11.811024,,,103.597837,6.56168,0.4921268,7.642651163,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,-0.223694,-0.447388,0,273.8,-8.8,0.3,0,0,1200,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018100,27-10-20 5:22,13.81218394,99.71735045,11.811024,,,103.597837,6.56168,0.7158208,7.694324393,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,-0.223694,-0.671082,0,273.8,-8.7,0.3,0,0,1156,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018200,27-10-20 5:22,13.8121839,99.71735007,11.811024,,,103.597837,6.56168,0.894776,7.789403136,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,0,-0.894776,0,273.8,-7.7,0.1,0,0,1156,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018300,27-10-20 5:22,13.81218386,99.71734945,11.811024,,,103.597837,6.56168,1.11847,7.952985819,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,0,-1.11847,0,273.8,-6.6,0.2,0,0,1168,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018400,27-10-20 5:22,13.8121838,99.71734873,11.811024,,,103.597837,6.56168,1.3645334,8.142060628,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,-0.223694,-1.342164,0,273.8,-6.5,0.5,0,0,1177,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018500,27-10-20 5:22,13.81218377,99.71734798,11.811024,,,103.597837,6.56168,1.5882274,8.351312603,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,-0.223694,-1.565858,0,273.9,-6.7,0.6,0,0,1177,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018600,27-10-20 5:22,13.81218373,99.71734712,11.811024,,,103.597837,6.56168,1.789552,8.592257493,14,5,10.914,213.834061,122.047248,47.4678668,2695.961372,0,-1.789552,0,274,-7.1,0.7,0,0,1176,1024,1024,1024,274,-0.9,9,3.576,3.578,3.563,0,0,0,9.67,147.92,103.597837,11.811024,12,AutoLanding,
1018700,27-10-20 5:22,13.81218367,99.7173462,11.811024,,,103.597837,6.56168,2.013246,8.850754876,14,5,10.979,213.834061,122.047248,47.4678668,2695.961372,0,-2.013246,0,274,-7.2,0.7,0,0,1173,1024,1024,1024,274,-0.9,9,3.577,3.578,3.563,0,0,0,9.292,147.92,103.597837,11.811024,12,AutoLanding,
1018800,27-10-20 5:22,13.81218361,99.71734516,11.811024,,,103.597837,6.56168,2.23694,9.151640713,14,5,10.979,213.834061,122.047248,47.4678668,2695.961372,0,-2.23694,0,274,-7.2,0.8,0,0,1162,1024,964,1024,274,-0.9,9,3.577,3.578,3.563,0,0,0,9.292,147.92,103.597837,11.811024,12,AutoLanding,
1018900,27-10-20 5:22,13.8121835,99.7173441,11.811024,,,103.597837,6.56168,2.23694,9.452526549,14,5,10.979,213.834061,122.047248,47.4678668,2695.961372,0,-2.23694,0,274.2,-7.2,1,0,0,1024,1024,555,1024,274,-0.9,9,3.577,3.578,3.563,0,0,0,9.292,147.92,103.597837,11.811024,12,AutoLanding,
1019000,27-10-20 5:22,13.81218341,99.71734291,11.811024,,,103.597837,6.56168,2.460634,9.805019999,14,5,10.979,213.834061,122.047248,47.4678668,2695.961372,0,-2.460634,0,274.1,-6.8,1.2,0,0,1024,1024,555,1024,274,-0.9,9,3.577,3.578,3.563,0,0,0,9.292,147.92,103.597837,11.811024,12,AutoLanding,
